"ID"                      ,"AUTHOR"     ,"FILENAME"                 ,"DATEEXECUTED"           ,"ORDEREXECUTED","EXECTYPE","MD5SUM"                            ,"DESCRIPTION"              ,"COMMENTS","TAG","LIQUIBASE","CONTEXTS","LABELS"
"Create and load all data","Jim Barrows","./database_change_log.yml","2020-06-23T11:22:51.346","1"            ,"EXECUTED","7:e9ffa909048ec4ae91ec1f30bef7802f","sqlFile; sqlFile; sqlFile",          ,""   ,"3.5.3"    ,"()"      ,""      ,"2929371290"
